	page	x0	y0	x1	y1	token	contract_num	advertiser	flight_from	flight_to	gross_amount	tok_id	length	digitness	is_dollar	log_amount	label
0	0	18.0	18.921	48.325	26.889	Contract	0.0	0.2	0.0	0.0	0.0	53	8	0.0	0.0	0.0	0
1	0	50.555	18.921	89.803	26.889	Agreement	0.0	0.28	0.0	0.0	0.0	115	9	0.0	0.0	0.0	0
2	0	92.034	18.921	125.488	26.889	Between:	0.0	0.29	0.0	0.0	0.0	120	8	0.0	0.0	0.0	0
3	0	429.96	18.921	446.458	26.889	Print	0.0	0.3	0.0	0.0	0.0	37	5	0.0	0.0	0.0	0
4	0	448.689	18.921	465.637	26.889	Date	0.0	0.3	0.0	0.0	0.0	8	4	0.0	0.0	0.0	0
5	0	474.0	18.921	505.231	26.889	08/22/12	0.0	0.24	0.0	0.0	0.0	0	8	0.75	0.0	0.0	0
6	0	533.28	18.921	552.017	26.889	Page	0.0	0.26	0.0	0.0	0.0	7	4	0.0	0.0	0.0	0
7	0	261.48	30.141	350.844	45.112	CONTRACT	0.0	0.41	0.0	0.0	0.0	53	8	0.0	0.0	0.0	0
8	0	120.0	55.989	149.266	65.332	WOFL	0.0	0.41	0.0	0.0	0.0	6381	4	0.0	0.0	0.0	0
9	0	406.68	54.201	437.004	62.169	Contract	0.0	0.41	0.0	0.0	0.0	53	8	0.0	0.0	0.0	0
10	0	443.697	54.201	474.463	62.169	Revision	0.0	0.35	0.0	0.0	0.0	75	8	0.0	0.0	0.0	0
11	0	495.84	54.201	505.204	62.169	Alt	0.0	0.35	0.0	0.0	0.0	31	3	0.0	0.0	0.0	0
12	0	507.435	54.201	527.946	62.169	Order	0.0	0.35	0.0	0.0	0.0	9	5	0.0	0.0	0.0	0
13	0	133.818	67.989	168.63	77.332	Skyline	0.0	0.28	0.0	0.0	0.0	6382	7	0.0	0.0	0.0	0
14	0	171.394	67.989	196.256	77.332	Drive	0.0	0.36	0.0	0.0	0.0	637	5	0.0	0.0	0.0	0
15	0	417.24	66.201	444.01	74.169	120370	0.0	0.36	0.0	0.0	0.71	0	6	1.0	1.0	11.698334	0
16	0	495.84	66.201	532.416	74.169	Candidate	0.0	0.36	0.0	0.0	0.0	292	9	0.0	0.0	0.0	0
17	0	534.646	66.201	562.299	74.169	Outside	0.0	0.3	0.0	0.0	0.0	1931	7	0.0	0.0	0.0	0
18	0	564.53	66.201	575.684	74.169	the	0.0	0.29	0.0	0.0	0.0	44	3	0.0	0.0	0.0	0
19	0	577.915	66.201	606.45	74.169	Window	0.0	0.29	0.0	0.0	0.0	2315	6	0.0	0.0	0.0	0
20	0	120.0	79.989	142.655	89.332	Lake	0.0	0.34	0.0	0.0	0.0	980	4	0.0	0.0	0.0	0
21	0	145.419	79.989	171.384	89.332	Mary,	0.0	0.34	0.0	0.0	0.0	609	5	0.0	0.0	0.0	0
22	0	191.822	79.989	219.458	89.332	32746	0.0	0.33	0.0	0.0	0.5	0	5	1.0	1.0	10.396566	0
23	0	309.0	79.641	336.652	87.609	Product	0.0	0.33	0.0	0.0	0.0	5	7	0.0	0.0	0.0	0
24	0	120.0	91.989	143.202	101.332	(407)	0.0	0.3	0.0	0.0	0.0	0	5	0.6	0.0	0.0	0
25	0	145.965	91.989	187.965	101.332	644-3535	0.0	0.3	0.0	0.0	0.0	0	8	0.875	0.0	0.0	0
26	0	307.44	92.307	346.23	99.849	Candidate	0.0	0.36	0.0	0.0	0.0	292	9	0.0	0.0	0.0	0
27	0	348.461	92.307	378.337	99.849	Outside	0.0	0.3	0.0	0.0	0.0	1931	7	0.0	0.0	0.0	0
28	0	380.567	92.307	392.604	99.849	the	0.0	0.28	0.0	0.0	0.0	44	3	0.0	0.0	0.0	0
29	0	394.835	92.307	425.593	99.849	Window	0.0	0.24	0.0	0.0	0.0	2315	6	0.0	0.0	0.0	0
30	0	308.28	104.481	338.605	112.449	Contract	0.0	0.27	0.0	0.0	0.0	53	8	0.0	0.0	0.0	0
31	0	340.835	104.481	361.795	112.449	Dates	0.0	0.27	0.0	0.0	0.0	18	5	0.0	0.0	0.0	0
32	0	407.28	104.481	438.495	112.449	Estimate	0.0	0.25	0.0	0.0	0.0	23	8	0.0	0.0	0.0	0
33	0	308.28	117.147	339.511	124.689	08/20/12	0.0	0.2	0.0	0.0	0.0	0	8	0.75	0.0	0.0	0
34	0	346.645	117.147	377.877	124.689	09/09/12	0.0	0.3	0.0	0.0	0.0	0	8	0.75	0.0	0.0	0
35	0	309.0	129.201	345.118	137.169	Advertiser	0.0	0.35	0.0	0.0	0.0	6	10	0.0	0.0	0.0	0
36	0	484.44	129.201	512.084	137.169	Original	0.0	0.35	0.0	0.0	0.0	39	8	0.0	0.0	0.0	0
37	0	514.315	129.201	531.263	137.169	Date	0.0	0.43	0.0	0.0	0.0	8	4	0.0	0.0	0.0	0
38	0	537.955	129.201	568.721	137.169	Revision	0.0	0.69	0.0	0.0	0.0	75	8	0.0	0.0	0.0	0
39	0	309.0	141.867	352.252	149.409	Republican	0.0	1.0	0.0	0.0	0.0	483	10	0.0	0.0	0.0	advertiser
40	0	354.483	141.867	374.552	149.409	Party	0.0	1.0	0.0	0.0	0.0	382	5	0.0	0.0	0.0	advertiser
41	0	386.589	141.867	413.343	149.409	Florida	0.0	1.0	0.0	0.0	0.0	2048	7	0.0	0.0	0.0	advertiser
42	0	491.28	141.201	522.512	149.169	08/22/12	0.0	0.61	0.0	0.0	0.0	0	8	0.75	0.0	0.0	0
43	0	545.04	141.201	576.272	149.169	08/22/12	0.0	0.29	0.0	0.0	0.0	0	8	0.75	0.0	0.0	0
44	0	18.0	150.921	34.506	158.889	And:	0.0	0.3	0.0	0.0	0.0	77	4	0.0	0.0	0.0	0
45	0	406.68	153.921	428.081	161.889	Billing	0.0	0.33	0.0	0.0	0.0	11	7	0.0	0.0	0.0	0
46	0	430.312	153.921	450.373	161.889	Cycle	0.0	0.44	0.0	0.0	0.0	32	5	0.0	0.0	0.0	0
47	0	457.92	153.921	479.321	161.889	Billing	0.0	0.45	0.0	0.0	0.0	11	7	0.0	0.0	0.0	0
48	0	481.552	153.921	514.108	161.889	Calendar	0.0	0.45	0.0	0.0	0.0	48	8	0.0	0.0	0.0	0
49	0	536.4	153.921	578.32	161.889	Cash/Trade	0.0	0.45	0.0	0.0	0.0	150	10	0.0	0.0	0.0	0
50	0	406.68	165.921	444.58	173.889	EOM/EOC	0.0	0.39	0.0	0.0	0.0	43	7	0.0	0.0	0.0	0
51	0	457.923	165.921	494.049	173.889	Broadcast	0.0	0.38	0.0	0.0	0.0	41	9	0.0	0.0	0.0	0
52	0	536.399	165.921	555.128	173.889	Cash	0.0	0.27	0.0	0.0	0.0	21	4	0.0	0.0	0.0	0
53	0	90.0	171.408	129.425	179.85	Southern	0.0	0.3	0.0	0.0	0.0	6638	8	0.0	0.0	0.0	0
54	0	131.922	171.408	175.344	179.85	Campaign	0.0	0.31	0.0	0.0	0.0	628	8	0.0	0.0	0.0	0
55	0	177.841	171.408	223.769	179.85	Resources	0.0	0.3	0.0	0.0	0.0	6311	9	0.0	0.0	0.0	0
56	0	406.44	178.641	431.42	186.609	Station	0.0	0.3	0.0	0.0	0.0	57	7	0.0	0.0	0.0	0
57	0	457.92	178.641	486.912	186.609	Account	0.0	0.3	0.0	0.0	0.0	15	7	0.0	0.0	0.0	0
58	0	489.143	178.641	523.93	186.609	Executive	0.0	0.32	0.0	0.0	0.0	24	9	0.0	0.0	0.0	0
59	0	536.28	178.641	556.349	186.609	Sales	0.0	0.32	0.0	0.0	0.0	10	5	0.0	0.0	0.0	0
60	0	558.58	178.641	579.54	186.609	Office	0.0	0.32	0.0	0.0	0.0	12	6	0.0	0.0	0.0	0
61	0	90.0	181.848	132.407	190.29	Attention:	0.0	0.29	0.0	0.0	0.0	393	10	0.0	0.0	0.0	0
62	0	134.904	181.848	152.375	190.29	Erin	0.0	0.32	0.0	0.0	0.0	6312	4	0.0	0.0	0.0	0
63	0	154.872	181.848	204.277	190.29	Pennington	0.0	0.32	0.0	0.0	0.0	7140	10	0.0	0.0	0.0	0
64	0	90.0	192.288	104.983	200.73	235	0.0	0.29	0.0	0.0	0.57	0	3	1.0	1.0	5.463832	0
65	0	115.969	192.288	148.917	200.73	Virginia	0.0	0.37	0.0	0.0	0.0	3795	8	0.0	0.0	0.0	0
66	0	406.44	191.307	430.064	198.849	WOFL	0.0	0.37	0.0	0.0	0.0	6381	4	0.0	0.0	0.0	0
67	0	457.92	190.641	472.195	198.609	Ken	0.0	0.34	0.0	0.0	0.0	5979	3	0.0	0.0	0.0	0
68	0	474.426	190.641	511.435	198.609	Waterman	0.0	0.25	0.0	0.0	0.0	6832	8	0.0	0.0	0.0	0
69	0	536.28	190.641	586.674	198.609	Orlando-Local	0.0	0.29	0.0	0.0	0.0	6098	13	0.0	0.0	0.0	0
70	0	90.0	202.848	143.428	211.29	Tallahassee,	0.0	0.29	0.0	0.0	0.0	2174	12	0.0	0.0	0.0	0
71	0	161.897	202.848	186.868	211.29	32301	0.0	0.25	0.0	0.0	0.5	0	5	1.0	1.0	10.382884	0
72	0	406.56	203.481	432.872	211.449	Special	0.0	0.21	0.0	0.0	0.0	104	7	0.0	0.0	0.0	0
73	0	435.103	203.481	466.768	211.449	Handling	0.0	0.24	0.0	0.0	0.0	116	8	0.0	0.0	0.0	0
74	0	406.56	228.201	454.274	236.169	Demographic	0.0	0.33	0.0	0.0	0.0	40	11	0.0	0.0	0.0	0
75	0	406.32	240.201	428.62	248.169	Adults	0.0	0.33	0.0	0.0	0.0	192	6	0.0	0.0	0.0	0
76	0	430.851	240.201	444.46	248.169	35+	0.0	0.33	0.0	0.0	0.0	0	3	0.6666667	0.0	0.0	0
